energy,Cu64 + photon [inclusive] width,n + Cu63 width,J,Pi,L
66748.94,0.3150593,3.938592,1,1,1
67339.78,0.2973599,5.329733,1,1,1
70581.62,0.2323076,7.082348,1,1,1
71370.98,0.1984901,3.997022,1,1,1
71875.94,0.3139356,2.04756,1,1,1
73568.68,0.209873,0.4265802,1,1,1
73811.84,0.4009309,1.600937,1,1,1
74181.26,0.327164,5.076875,1,1,1
75757.91,0.376,0.5658475,1,1,1
75996.53,0.3912265,0.2656463,1,1,1
77526.77,0.4538825,6.879313,1,1,1
82166.4,0.2512263,2.144938,1,1,1
83478.26,0.2478325,0.03903804,1,1,1
83571.48,0.2657648,2.901792,1,1,1
83831.46,0.204789,5.08102,1,1,1
84543.63,0.2478812,20.61906,1,1,1
85287.47,0.2971262,0.1234217,1,1,1
85420.52,0.3326537,0.2050454,1,1,1
85695.38,0.280983,0.3448306,1,1,1
88112.59,2.301675,0.03747136,1,1,1
88906.77,0.3376975,1.994951,1,1,1
89785.13,0.4084441,8.261849,1,1,1
89863.76,0.1683335,0.02019637,1,1,1
89983.11,0.4854453,83.63005,1,1,1
92523.73,0.510103,3.516633,1,1,1
93036.79,0.3916417,3.340136,1,1,1
93241.97,0.2371394,8.524829,1,1,1
94952.22,0.3535018,4.975775,1,1,1
95179.54,0.5478832,14.14974,1,1,1
95588.0,0.460411,21.7104,1,1,1
96523.97,0.08693956,4.095892,1,1,1
96983.39,0.4709564,1.884893,1,1,1
97979.72,1.68521,0.2071433,1,1,1
99328.06,0.6781168,2.539261,1,1,1
101474.4,0.2294522,6.316721,1,1,1
102114.7,0.7158283,12.02284,1,1,1
103249.1,0.4500844,7.204087,1,1,1
105130.9,2.093945,38.79897,1,1,1
107134.4,0.04672927,25.19987,1,1,1
107460.8,0.7477549,8.007785,1,1,1
110004.7,5.324765,0.1202059,1,1,1
111056.6,0.6693227,3.581652,1,1,1
111332.4,0.7547027,8.202845,1,1,1
112134.3,0.5061256,43.7254,1,1,1
112562.0,0.2864809,1.218074,1,1,1
113319.6,0.4556043,3.688218,1,1,1
114036.3,0.4621748,5.842663,1,1,1
120360.7,0.3643218,2.954989,1,1,1
122869.8,0.8067996,0.2369892,1,1,1
124240.2,0.5368824,120.2445,1,1,1
127971.3,0.1941592,11.40252,1,1,1
128170.9,0.1192309,0.8618893,1,1,1
128256.4,0.1827355,59.49059,1,1,1
129551.8,0.5424076,4.944436,1,1,1
130498.4,0.2072816,4.851759,1,1,1
133474.3,0.6382294,2.171661,1,1,1
135939.2,0.04070402,131.067,1,1,1
140026.3,0.3638662,10.51255,1,1,1
143193.4,0.3737912,4.096887,1,1,1
144219.0,0.4305794,23.57891,1,1,1
146626.6,0.3071928,1.634941,1,1,1
148662.8,0.05749554,0.3633048,1,1,1
149647.3,0.1095235,0.3398626,1,1,1
151372.8,0.2982208,0.3130102,1,1,1
152298.1,0.3411913,0.4127604,1,1,1
153265.4,0.3856316,0.3532768,1,1,1
154178.0,0.1162422,0.2924551,1,1,1
155166.0,0.02939567,0.5256151,1,1,1
156093.1,0.07478996,0.3492366,1,1,1
156855.1,0.2583906,0.3594647,1,1,1
157877.0,0.05352889,0.3275523,1,1,1
158830.9,0.2875692,0.3725438,1,1,1
159569.4,0.1285963,0.3241257,1,1,1
160522.7,0.2963945,0.3513414,1,1,1
164207.1,0.1423152,0.3461798,1,1,1
165090.1,1.02736,0.3485723,1,1,1
166043.3,0.1402748,0.3463206,1,1,1
167300.5,0.2089645,0.4072255,1,1,1
168050.9,0.135766,0.337351,1,1,1
169155.5,0.1470095,0.3823525,1,1,1
170695.0,0.1850883,0.3847598,1,1,1
171584.7,0.180202,0.3626095,1,1,1
173391.5,1.133658,0.3212336,1,1,1
174857.6,1.00917,0.3140784,1,1,1
175663.2,0.5526721,0.3141226,1,1,1
176594.5,0.6991695,0.4028994,1,1,1
177294.1,0.5763605,0.3889993,1,1,1
177596.5,0.3087145,0.2637983,1,1,1
179019.9,0.03858453,0.42288,1,1,1
180170.6,0.3528766,0.3525296,1,1,1
181154.6,0.6019955,0.463467,1,1,1
181675.1,0.04652138,0.3097219,1,1,1
183159.2,0.1785476,0.379717,1,1,1
183371.6,0.1114249,0.3417886,1,1,1
184568.7,0.1943957,0.4635683,1,1,1
185333.6,2.011557,0.3580715,1,1,1
186082.8,0.3284565,0.318138,1,1,1
187253.4,0.4119819,0.4083583,1,1,1
188219.8,0.08806483,0.35361,1,1,1
188989.0,0.24995,0.3405409,1,1,1
190285.8,0.2496708,0.3696605,1,1,1
190898.6,0.03722744,0.3190961,1,1,1
192219.8,0.5516601,0.3574769,1,1,1
192949.8,0.4622871,0.3971966,1,1,1
193499.6,1.300127,0.3851533,1,1,1
194390.7,0.6218623,0.3673216,1,1,1
195462.8,0.07650177,0.3519683,1,1,1
195854.6,0.2671509,0.3735274,1,1,1
197613.6,0.1814311,0.3678196,1,1,1
198242.0,0.1814375,0.3691173,1,1,1
199142.8,0.09020746,0.3636497,1,1,1
199349.1,0.2675734,0.3516058,1,1,1
201206.6,1.511315,0.383544,1,1,1
202122.5,0.05254442,0.3642193,1,1,1
202875.8,0.1830206,0.3636002,1,1,1
204151.8,0.6481037,0.3727556,1,1,1
204635.8,0.1046897,0.3591985,1,1,1
205892.7,1.125885,0.3880042,1,1,1
206753.8,0.2329109,0.3598502,1,1,1
207500.7,0.4978355,0.3558948,1,1,1
208363.6,0.2462392,0.3537921,1,1,1
209300.1,0.9639639,0.3818326,1,1,1
210350.7,0.2685631,0.3494859,1,1,1
210987.7,0.09114405,0.3576307,1,1,1
212082.1,0.1044619,0.3121653,1,1,1
212786.0,0.2445221,0.3544428,1,1,1
213882.0,0.1698211,0.3661809,1,1,1
214922.1,0.4146812,0.3706561,1,1,1
215680.7,0.2050156,0.3311466,1,1,1
216715.9,0.3180264,0.353581,1,1,1
217800.8,0.5521708,0.4026092,1,1,1
218553.8,0.3104361,0.3748027,1,1,1
219537.4,1.077276,0.3852713,1,1,1
220605.3,0.2165211,0.3551748,1,1,1
221239.7,0.6438646,0.3625622,1,1,1
222220.4,0.2367466,0.3700115,1,1,1
223239.8,0.1996937,0.3550961,1,1,1
223716.5,0.05693938,0.3454654,1,1,1
225092.9,0.1941683,0.3580042,1,1,1
225955.3,1.743147,0.3902416,1,1,1
226681.7,0.03353973,0.3626126,1,1,1
227667.9,0.9067691,0.3463889,1,1,1
228779.3,0.1601854,0.3582152,1,1,1
229452.3,0.1884288,0.3672971,1,1,1
230717.7,0.06891088,0.3729924,1,1,1
231320.0,0.4209827,0.3507554,1,1,1
232324.3,0.3162741,0.3654344,1,1,1
233537.1,0.2804132,0.3583975,1,1,1
233944.3,1.492515,0.3781165,1,1,1
235274.0,0.2066824,0.3591497,1,1,1
235892.6,1.823989,0.3758909,1,1,1
236843.8,0.4665258,0.3452918,1,1,1
238139.0,0.1569771,0.3811963,1,1,1
238643.3,0.7219533,0.3567545,1,1,1
239760.8,0.283091,0.337987,1,1,1
240545.5,0.07684035,0.4005368,1,1,1
241388.1,0.1745755,0.3570364,1,1,1
242395.2,0.2283017,0.3665565,1,1,1
243794.7,0.3005704,0.367483,1,1,1
244076.9,0.3415043,0.3500913,1,1,1
245331.6,0.2274022,0.3538105,1,1,1
245984.0,0.327898,0.3655876,1,1,1
246861.1,0.3492995,0.3613937,1,1,1
247508.0,0.2175262,0.3692802,1,1,1
249044.9,0.2323909,0.3671108,1,1,1
250116.5,0.3529333,0.3656948,1,1,1
250888.3,0.2702463,0.3723362,1,1,1
251608.7,0.2849711,0.4008505,1,1,1
252358.0,0.2815143,0.364211,1,1,1
253437.2,0.403959,0.3542727,1,1,1
254339.2,0.2153815,0.3505151,1,1,1
255273.3,0.2727455,0.3587639,1,1,1
256337.3,0.1918932,0.3843185,1,1,1
257094.2,0.2811917,0.3569561,1,1,1
258223.2,0.3753491,0.3569959,1,1,1
258863.6,0.206816,0.3832831,1,1,1
260506.0,0.3542947,0.3936759,1,1,1
260717.4,0.3599396,0.3802892,1,1,1
261738.7,0.2647549,0.3598448,1,1,1
262705.0,0.2773459,0.3685757,1,1,1
263641.3,0.2713466,0.3560614,1,1,1
264422.5,0.3256005,0.3609681,1,1,1
265765.8,0.4885993,0.3641816,1,1,1
266193.7,0.4093609,0.3619111,1,1,1
267388.6,0.2550325,0.3991699,1,1,1
267905.7,0.2419953,0.363377,1,1,1
269195.3,0.2691165,0.3619103,1,1,1
269932.0,0.6463042,0.364344,1,1,1
270959.6,0.2627365,0.3673465,1,1,1
271687.0,0.2507843,0.3567035,1,1,1
273157.1,0.2247553,0.3629505,1,1,1
273622.8,0.3582745,0.3621268,1,1,1
274620.2,0.2261721,0.3910743,1,1,1
275523.4,0.2921819,0.3599541,1,1,1
276271.6,0.4907304,0.3866803,1,1,1
277223.9,0.7836912,0.3739758,1,1,1
278517.1,0.3504209,0.384563,1,1,1
278806.7,0.338368,0.4078665,1,1,1
280009.0,0.2751845,0.3782347,1,1,1
281392.8,0.2509323,0.3500045,1,1,1
281753.9,0.3687217,0.3539427,1,1,1
283168.7,0.2225548,0.3553894,1,1,1
283797.7,0.3226745,0.3673404,1,1,1
285814.0,0.2716858,0.3651672,1,1,1
286300.6,0.2521499,0.3626797,1,1,1
287153.1,0.423106,0.3821135,1,1,1
287589.0,0.3079218,0.3650403,1,1,1
288387.9,0.1820209,0.3490439,1,1,1
289483.9,0.6361623,0.3893699,1,1,1
289900.3,0.2839345,0.3490775,1,1,1
291376.0,0.6548008,0.4077032,1,1,1
292648.9,0.4913694,0.4062276,1,1,1
292707.9,0.5235734,0.4013334,1,1,1
293992.4,0.1993189,0.3561761,1,1,1
295084.8,0.2787264,0.3746267,1,1,1
295704.6,0.4269014,0.3826374,1,1,1
296552.8,0.3299419,0.362439,1,1,1
297991.4,0.5703027,0.4256446,1,1,1
298396.4,0.6088585,0.3557493,1,1,1
299390.3,0.36975,0.4133072,1,1,1
10541.17,0.9495851,0.003478491,2,1,1
10629.42,0.7238773,0.004677792,2,1,1
12556.74,0.3346382,4.573265,2,1,1
14434.06,1.257909,0.007005253,2,1,1
16077.9,0.2582304,0.3734649,2,1,1
19366.24,0.6972848,0.005591445,2,1,1
21746.47,0.295114,0.8019434,2,1,1
23295.79,0.3321774,0.3336438,2,1,1
28760.75,2.846824,0.01942533,2,1,1
31159.74,0.3205514,0.2740883,2,1,1
32865.83,0.3632195,0.2725351,2,1,1
34274.23,0.3221038,0.3965234,2,1,1
34453.63,0.2939833,0.7285821,2,1,1
39419.23,0.4142855,3.741511,2,1,1
40660.89,0.2974066,13.03358,2,1,1
41437.82,4.898272,0.0341708,2,1,1
42134.65,0.3345824,0.09339446,2,1,1
42557.03,0.3236656,0.1344782,2,1,1
44084.81,0.1958805,0.1347165,2,1,1
45171.44,0.390281,3.829886,2,1,1
48246.16,0.3131001,0.2631377,2,1,1
52162.79,0.3732417,0.1078166,2,1,1
55578.29,0.3489304,10.93358,2,1,1
57140.8,1.001246,0.09231381,2,1,1
57653.73,0.3100971,5.30299,2,1,1
58814.72,0.2860715,0.7128701,2,1,1
60494.17,0.3507577,5.373514,2,1,1
61274.63,4.007037,0.04990194,2,1,1
62078.36,0.3577613,3.402263,2,1,1
68133.9,0.3115446,4.317241,2,1,1
69047.83,0.3413782,1.298183,2,1,1
69941.63,0.3154204,3.694126,2,1,1
70040.62,0.2780715,1.513751,2,1,1
70612.61,0.8055721,0.07474275,2,1,1
74867.82,0.3629278,6.18033,2,1,1
75605.51,0.2420376,0.7360801,2,1,1
76251.83,0.2472875,0.5383262,2,1,1
77752.81,0.2045755,2.841876,2,1,1
79217.56,0.3209426,2.532206,2,1,1
79427.73,0.3655761,0.1286031,2,1,1
79564.42,0.1964013,0.8911918,2,1,1
80796.05,0.1975247,0.9482535,2,1,1
81395.57,0.647214,12.33551,2,1,1
82886.6,0.3302433,5.339122,2,1,1
83174.2,0.3199416,4.122234,2,1,1
85204.32,0.2945974,0.7647111,2,1,1
85487.23,0.3414115,0.02898046,2,1,1
85871.73,0.3127532,8.047166,2,1,1
87403.17,0.2791387,13.39129,2,1,1
88056.43,0.2685915,3.441064,2,1,1
89064.14,0.3156955,0.1258758,2,1,1
90901.16,0.406297,0.4476467,2,1,1
94017.96,0.4992396,0.2472989,2,1,1
95858.65,0.2318732,13.1419,2,1,1
97071.47,19.22013,0.07953347,2,1,1
97860.77,0.245229,1.928694,2,1,1
99423.18,2.376905,0.1373893,2,1,1
99587.97,0.2819337,0.07715098,2,1,1
100295.6,0.3833909,0.5634445,2,1,1
100612.4,0.4329606,6.502063,2,1,1
101102.1,0.5031057,9.956902,2,1,1
102563.2,0.396216,16.76794,2,1,1
105993.5,0.3781246,0.1259883,2,1,1
106169.5,0.4394167,0.1973846,2,1,1
108328.4,0.003268943,0.04076165,2,1,1
109193.8,0.3734291,5.790409,2,1,1
113155.0,0.4269045,4.098113,2,1,1
113533.6,0.4640939,1.442997,2,1,1
113704.0,0.3706501,1.666552,2,1,1
113865.2,0.3561103,0.546005,2,1,1
116022.2,0.5857444,3.51154,2,1,1
121697.8,0.3313894,4.399952,2,1,1
121829.5,0.6094527,0.7536387,2,1,1
122397.5,0.3155953,4.954481,2,1,1
123084.7,0.5403979,0.1598659,2,1,1
124727.9,0.3620638,1.412124,2,1,1
124907.3,0.2474487,0.1270906,2,1,1
125950.9,0.43316,5.320288,2,1,1
126183.6,0.3793405,11.00452,2,1,1
126412.5,0.2048616,2.62706,2,1,1
126884.5,0.05479116,1.997112,2,1,1
130231.4,0.4716381,0.1631009,2,1,1
130417.7,0.4828452,1.891575,2,1,1
134139.5,0.4152132,9.990438,2,1,1
134440.3,0.3499721,0.5307897,2,1,1
134546.4,0.4394343,1.274267,2,1,1
139862.3,0.4252036,8.854035,2,1,1
141545.3,0.06314396,2.675175,2,1,1
142045.4,1.052347,50.3454,2,1,1
142747.8,0.5286057,7.166843,2,1,1
143644.4,0.2888774,10.09404,2,1,1
145049.7,0.7930654,14.68274,2,1,1
147617.6,0.0831638,0.8777696,2,1,1
147683.4,0.8061648,0.9953359,2,1,1
148374.8,0.2734386,17.65321,2,1,1
148761.8,0.3535267,4.252134,2,1,1
153713.1,0.6014748,0.3067279,2,1,1
156178.9,0.5180905,12.83221,2,1,1
158473.3,0.1731954,0.4637356,2,1,1
158882.8,0.07617716,0.2469966,2,1,1
159030.5,0.1070573,0.4037327,2,1,1
160272.9,0.5823989,6.651661,2,1,1
160445.7,0.4460344,5.488037,2,1,1
160748.2,0.5487142,2.531001,2,1,1
160983.8,0.2584466,4.491539,2,1,1
161116.1,0.361006,0.1691126,2,1,1
164242.5,0.1387776,2.693625,2,1,1
164800.8,0.3406249,4.023349,2,1,1
166221.1,0.3822421,2.38681,2,1,1
166426.1,0.439389,10.26966,2,1,1
168971.4,0.1342804,7.263587,2,1,1
169202.3,1.56704,79.85104,2,1,1
171678.1,0.2443117,4.428986,2,1,1
171791.3,0.450149,1.322698,2,1,1
172409.5,0.02255097,3.79113,2,1,1
175073.6,0.0318596,0.2687905,2,1,1
181081.0,0.5700395,9.982741,2,1,1
182855.6,0.4493112,22.90914,2,1,1
188036.4,0.2288021,0.08514425,2,1,1
188087.4,0.0382911,19.15291,2,1,1
188429.9,0.2855828,0.0892567,2,1,1
188813.2,1.305713,0.3414749,2,1,1
193710.5,0.3407954,7.069569,2,1,1
193888.6,0.5437558,6.737748,2,1,1
194374.3,0.4139232,25.56873,2,1,1
195916.8,0.4322905,4.417938,2,1,1
197463.5,0.2385796,7.527612,2,1,1
198852.1,0.08577933,10.31607,2,1,1
200361.2,0.4287235,5.367724,2,1,1
202119.7,0.05126108,48.17806,2,1,1
203594.3,1.546711,72.85715,2,1,1
205367.4,0.1626806,73.35917,2,1,1
206773.1,0.7533025,22.35935,2,1,1
208382.0,1.011281,7.691056,2,1,1
209923.7,0.1790534,4.739797,2,1,1
211417.4,1.550704,8.018907,2,1,1
212895.2,0.668043,9.494538,2,1,1
214578.3,2.180262,26.64283,2,1,1
216210.1,0.1649355,14.81912,2,1,1
217413.4,1.483479,19.20124,2,1,1
219237.0,0.3302171,7.645477,2,1,1
220720.5,0.06880728,4.754955,2,1,1
222382.5,0.2997466,14.82399,2,1,1
224858.8,2.114151,91.89387,2,1,1
225461.1,0.8711303,5.09491,2,1,1
227302.6,0.5452747,13.68748,2,1,1
228655.2,0.171118,30.9801,2,1,1
230433.1,1.596788,6.462936,2,1,1
231786.1,2.155172,102.2739,2,1,1
233545.5,2.314125,13.8791,2,1,1
234788.8,0.1039737,34.33507,2,1,1
236354.2,0.9762802,9.251085,2,1,1
237947.4,0.06815111,58.64659,2,1,1
239720.8,1.410541,3.581342,2,1,1
241483.6,0.08235824,13.17857,2,1,1
243301.4,1.416058,100.5934,2,1,1
244379.1,1.592822,16.07175,2,1,1
245732.3,0.2373555,22.06679,2,1,1
247552.9,0.8340537,23.98003,2,1,1
248913.2,0.8734898,47.5284,2,1,1
250251.4,1.231648,121.44,2,1,1
252469.1,1.135697,30.63481,2,1,1
254412.9,0.7688368,151.7647,2,1,1
255153.2,1.374195,42.19503,2,1,1
256948.2,0.5685685,29.96967,2,1,1
258527.2,1.835922,82.65352,2,1,1
259964.0,0.7670182,31.16111,2,1,1
261654.8,0.9579827,34.89517,2,1,1
263118.4,0.4395182,19.3491,2,1,1
264997.2,0.6222605,0.01717921,2,1,1
266417.9,1.280958,97.44159,2,1,1
268088.6,0.8214796,41.68962,2,1,1
268989.9,0.3458071,50.59704,2,1,1
271255.3,0.4707185,49.66082,2,1,1
272360.7,0.8774306,144.4692,2,1,1
274152.1,0.7665586,19.34218,2,1,1
276112.5,1.656585,18.70248,2,1,1
277618.6,2.271911,77.01497,2,1,1
278265.8,0.6383477,43.65306,2,1,1
280881.0,0.4172367,36.63043,2,1,1
282347.2,1.932139,76.10751,2,1,1
283158.5,0.5104937,333.5508,2,1,1
284549.0,0.8939622,358.4322,2,1,1
286252.7,0.8674606,53.05925,2,1,1
288049.0,0.06146599,12.44581,2,1,1
290049.8,1.606722,236.9498,2,1,1
290807.9,1.025026,129.3033,2,1,1
293168.7,2.84435,224.2921,2,1,1
294926.0,0.6673702,170.8699,2,1,1
296155.9,4.323976,447.3565,2,1,1
297434.0,0.1081205,450.5431,2,1,1
298987.8,1.218805,41.08667,2,1,1
401.823,0.03094839,0.0001641969,3,1,1
8373.473,0.2327139,5.926547,3,1,1
9352.306,0.2569596,2.21691e-05,3,1,1
11983.33,0.2140659,0.001509207,3,1,1
16326.57,0.2651633,11.10242,3,1,1
18041.96,0.3183653,0.007753577,3,1,1
20169.62,0.2586261,0.002525619,3,1,1
20799.43,0.2792597,0.005684603,3,1,1
24105.74,0.2409355,0.003360115,3,1,1
25947.25,0.403264,7.890722,3,1,1
26324.53,0.2473256,0.003620313,3,1,1
29564.66,0.03922404,0.01932065,3,1,1
36754.15,0.1206119,0.05158718,3,1,1
37888.83,7.639663,0.08470553,3,1,1
38058.12,0.04799543,0.02254672,3,1,1
40259.27,0.3595279,11.94585,3,1,1
40453.8,0.4173902,0.0151099,3,1,1
41137.83,4.84797,0.04854535,3,1,1
41640.92,0.2779497,0.05841576,3,1,1
46606.52,0.3198731,4.063067,3,1,1
47414.89,0.443301,9.756937,3,1,1
53162.76,0.316619,21.43926,3,1,1
53172.67,0.2913341,5.198529,3,1,1
59492.99,0.4250624,0.3296454,3,1,1
60267.22,12.21734,0.07914917,3,1,1
61193.25,1.196133,0.04836763,3,1,1
63323.12,0.3241264,8.527676,3,1,1
63916.16,1.046755,0.04532397,3,1,1
63959.96,2.248456,0.05857861,3,1,1
64308.02,0.6637415,0.1157376,3,1,1
65110.58,0.276457,2.795956,3,1,1
66932.1,0.2756437,14.68288,3,1,1
68753.23,0.2978775,0.2371656,3,1,1
68984.79,2.503495,0.1232409,3,1,1
69774.21,0.4142741,17.00539,3,1,1
72791.57,0.1895871,0.5587046,3,1,1
75431.76,0.5674981,0.1316416,3,1,1
76322.22,0.2445398,4.270899,3,1,1
77084.18,0.3444387,0.196619,3,1,1
77604.07,0.3470125,0.280602,3,1,1
78898.58,0.4667841,0.451166,3,1,1
80042.25,4.755322,0.07476293,3,1,1
82675.05,0.2753744,1.519474,3,1,1
84555.9,0.7454012,0.08324071,3,1,1
87723.39,0.2284789,0.06571022,3,1,1
88237.05,0.2360552,0.3739406,3,1,1
93620.71,0.3477045,9.338612,3,1,1
93709.72,0.4959568,3.670098,3,1,1
96666.48,0.3945395,3.603753,3,1,1
99461.62,0.3209754,1.00202,3,1,1
104062.4,0.3501683,7.529038,3,1,1
104157.0,0.517462,3.852873,3,1,1
104246.5,0.3135472,2.5501,3,1,1
108757.6,0.1044671,0.710684,3,1,1
109109.3,0.1842617,0.03868607,3,1,1
110180.9,0.4318814,6.29488,3,1,1
110280.5,0.4327457,6.376007,3,1,1
110615.9,0.2822698,4.3725,3,1,1
110747.2,0.5561878,3.503782,3,1,1
116793.4,0.3859562,16.63492,3,1,1
117842.7,0.4173976,3.330791,3,1,1
119315.4,0.4235003,2.669552,3,1,1
121210.3,0.5996407,1.165524,3,1,1
122489.1,0.5567917,5.431454,3,1,1
122626.8,3.532726,0.144485,3,1,1
126518.3,0.30386,0.1625543,3,1,1
128319.7,0.1835636,0.5237524,3,1,1
131554.3,0.4957303,0.7225739,3,1,1
131689.0,0.4194203,2.56809,3,1,1
131934.7,0.6111403,0.3522235,3,1,1
132239.9,1.127216,0.6624819,3,1,1
132294.7,1.046152,0.40378,3,1,1
132364.0,1.703934,0.2535838,3,1,1
132417.4,3.252679,0.1721486,3,1,1
139239.3,0.3349103,2.766292,3,1,1
140501.2,0.3724857,3.14525,3,1,1
142601.6,0.3263598,9.310311,3,1,1
143315.2,0.2394706,4.761959,3,1,1
143746.2,0.5028291,12.67895,3,1,1
143914.1,0.2531807,7.899915,3,1,1
144548.6,0.3397052,0.4322882,3,1,1
146467.8,0.3707023,0.6253689,3,1,1
146722.3,0.5234347,1.252635,3,1,1
149687.4,0.3895776,44.99788,3,1,1
149899.0,0.5629994,1.726893,3,1,1
150950.0,0.3129362,0.06789434,3,1,1
151332.1,0.458691,0.2549011,3,1,1
151584.9,0.5650812,0.1882041,3,1,1
151865.7,0.5605248,0.2688885,3,1,1
152937.7,0.4359261,0.1172447,3,1,1
154471.5,0.4801536,0.5405067,3,1,1
155590.0,2.473285,0.2855668,3,1,1
157172.8,0.3688332,3.450819,3,1,1
158970.2,0.1229182,0.2812987,3,1,1
159585.3,0.08274,4.40064,3,1,1
159731.0,0.3264231,3.252598,3,1,1
163378.1,0.2392904,12.22163,3,1,1
163575.2,0.473811,22.67943,3,1,1
163866.1,0.2749908,8.622506,3,1,1
166079.0,0.08553635,0.3033853,3,1,1
171476.5,0.6576783,0.2256606,3,1,1
172612.2,0.5886628,0.6300709,3,1,1
175230.5,0.2292344,3.305215,3,1,1
176901.5,0.06983713,12.23934,3,1,1
177851.2,0.6346888,1.499814,3,1,1
178792.6,0.1000785,0.7104677,3,1,1
178816.2,0.1311335,66.94361,3,1,1
179374.7,0.2274022,40.45009,3,1,1
179951.0,0.2944881,6.945248,3,1,1
181131.9,0.1540931,62.83284,3,1,1
182065.0,0.01290266,0.2759719,3,1,1
183093.3,0.1146913,0.2021186,3,1,1
183327.0,0.0271836,1.018812,3,1,1
183488.6,0.2011964,3.485846,3,1,1
183895.1,0.2623426,0.2571666,3,1,1
187744.9,0.006109884,12.80318,3,1,1
188705.7,0.03672313,14.00072,3,1,1
189519.9,0.5712603,11.98873,3,1,1
189635.9,0.4033786,0.1369165,3,1,1
190499.3,0.3328592,1.289944,3,1,1
190508.5,0.5560957,25.68191,3,1,1
190651.7,0.2680586,2.079593,3,1,1
191893.3,0.4652018,0.06859795,3,1,1
194690.1,1.28362,90.70152,3,1,1
197971.2,0.4134419,12.08338,3,1,1
198214.8,0.5265822,7.569976,3,1,1
198566.1,0.2934152,28.09647,3,1,1
201015.1,0.003823403,1.355383,3,1,1
202899.5,0.9848051,62.55112,3,1,1
204554.7,0.5129192,27.72901,3,1,1
206373.7,0.8632697,116.2402,3,1,1
208682.7,0.2439536,3.191053,3,1,1
210807.1,0.05714807,4.112678,3,1,1
212617.7,0.290027,5.866945,3,1,1
214859.5,0.2755546,54.96189,3,1,1
216842.7,0.09830118,5.227754,3,1,1
218919.3,0.1433581,37.79567,3,1,1
220932.3,0.03419933,4.289753,3,1,1
223033.2,0.4058053,9.906155,3,1,1
225001.8,0.001504488,83.2791,3,1,1
226935.1,0.08479141,15.7878,3,1,1
228955.2,0.04750118,23.77328,3,1,1
230985.9,0.07272226,10.22517,3,1,1
233042.1,0.7264972,176.6464,3,1,1
235182.2,0.08440438,53.3258,3,1,1
237146.2,0.7288985,5.765012,3,1,1
239513.5,0.5295033,6.223522,3,1,1
240917.4,0.2549917,22.08542,3,1,1
243401.8,0.2854587,9.135891,3,1,1
245275.5,0.3973584,86.47754,3,1,1
247200.7,0.3890194,30.07837,3,1,1
249358.1,0.1114585,139.9397,3,1,1
251375.4,0.2668277,100.9166,3,1,1
253203.1,0.1054351,4.062129,3,1,1
255295.4,0.9188766,23.59194,3,1,1
257488.4,0.5359324,42.44355,3,1,1
259266.2,0.2222341,158.9623,3,1,1
261208.5,1.380469,58.50208,3,1,1
263406.7,0.9327099,37.04054,3,1,1
266519.8,0.1471511,151.4194,3,1,1
267629.1,0.377572,-31.6335,3,1,1
269342.9,0.5904563,71.74086,3,1,1
271712.5,0.6718501,6.500211,3,1,1
273279.9,0.2978478,54.30145,3,1,1
275653.3,0.498073,5.708518,3,1,1
277668.4,0.195972,28.09405,3,1,1
279546.6,0.8834097,25.83948,3,1,1
281354.5,1.320771,141.8919,3,1,1
283889.9,0.3513922,77.10906,3,1,1
285395.9,2.377019,424.8465,3,1,1
288726.8,2.18197,500.4198,3,1,1
290374.6,0.7176562,191.7539,3,1,1
292221.1,1.286249,270.1896,3,1,1
293742.8,0.1805202,50.39648,3,1,1
295248.1,0.2459478,220.7796,3,1,1
298862.3,1.985312,1163.131,3,1,1
300633.6,0.6065143,909.9094,3,1,1
