energy,Ni61 + photon [inclusive] width,n + Ni60 width,J,Pi,L
-399531.2,1.0,49590.38,0.5,1,0
-248911.6,1.0,29812.46,0.5,1,0
-49287.6,1.0,9901.081,0.5,1,0
-150.0,5.0,0.009014,0.5,1,0
12534.65,2.827659,2359.086,0.5,1,0
28717.51,0.3694396,706.5663,0.5,1,0
43101.09,0.2293815,105.7518,0.5,1,0
65217.86,0.7506368,448.8622,0.5,1,0
86822.73,0.4746916,397.7682,0.5,1,0
98077.09,0.5653662,1007.575,0.5,1,0
107835.4,0.7511953,649.4467,0.5,1,0
139025.0,0.7444209,36.81847,0.5,1,0
156364.2,0.2996355,490.6963,0.5,1,0
161744.6,0.4046198,1385.845,0.5,1,0
186623.4,0.7735353,5684.217,0.5,1,0
197640.0,0.4893174,3101.242,0.5,1,0
200649.6,0.297683,27.76965,0.5,1,0
251979.3,1.085546,603.5268,0.5,1,0
256099.2,0.4428339,970.1829,0.5,1,0
257594.2,0.2114207,1959.931,0.5,1,0
278838.8,0.4216919,246.0779,0.5,1,0
291886.4,0.4547756,130.4196,0.5,1,0
316992.4,1.059787,3128.605,0.5,1,0
325402.0,3.348366,7220.614,0.5,1,0
338381.4,1.846814,3587.191,0.5,1,0
357557.8,2.474396,1370.452,0.5,1,0
376809.9,2.831389,3855.478,0.5,1,0
383091.1,1.125462,306.2405,0.5,1,0
413400.9,0.9614457,328.4577,0.5,1,0
418240.5,1.134919,53.90913,0.5,1,0
422411.3,1.858538,1653.307,0.5,1,0
437640.5,2.538761,1193.88,0.5,1,0
443891.4,1.540281,156.3911,0.5,1,0
447825.2,1.228956,2634.314,0.5,1,0
455942.6,0.8603109,1494.503,0.5,1,0
463499.8,0.9534631,1985.423,0.5,1,0
485974.2,1.467178,4749.586,0.5,1,0
498915.5,2.0404,6016.686,0.5,1,0
521764.0,2.781488,6527.541,0.5,1,0
527023.1,1.139669,3133.357,0.5,1,0
558864.9,0.90901,281.4638,0.5,1,0
566028.4,1.774737,40.25928,0.5,1,0
581707.3,1.309737,174.5027,0.5,1,0
595918.8,2.962097,1953.979,0.5,1,0
605736.4,1.370859,7874.305,0.5,1,0
616032.3,3.258138,620.0377,0.5,1,0
628675.5,1.254376,8394.078,0.5,1,0
637414.2,1.2365,1368.593,0.5,1,0
650280.2,2.348367,627.134,0.5,1,0
659536.2,1.133082,6124.592,0.5,1,0
667560.8,1.253384,5228.994,0.5,1,0
673715.9,1.305547,4333.234,0.5,1,0
679335.7,1.054177,2998.34,0.5,1,0
698935.9,1.113639,2107.704,0.5,1,0
706083.9,1.415,2186.503,0.5,1,0
711535.0,1.415,1479.339,0.5,1,0
725474.1,1.415,2473.474,0.5,1,0
738249.5,1.415,3468.782,0.5,1,0
749876.2,1.415,17477.99,0.5,1,0
759217.4,1.415,888.9796,0.5,1,0
768539.4,1.415,936.107,0.5,1,0
776886.3,1.415,9758.426,0.5,1,0
790445.6,1.415,5455.757,0.5,1,0
796981.2,1.415,244.8351,0.5,1,0
808150.6,1.0,6545.52,0.5,1,0
816641.6,1.0,11542.84,0.5,1,0
826331.4,1.0,2558.945,0.5,1,0
847519.2,1.0,8886.159,0.5,1,0
856799.4,1.0,608.4711,0.5,1,0
863592.2,1.0,200.7978,0.5,1,0
876478.8,1.0,912.4385,0.5,1,0
881773.2,1.0,2269.129,0.5,1,0
886767.9,1.0,401.8667,0.5,1,0
896957.2,1.0,1009.205,0.5,1,0
907446.2,1.0,100.0627,0.5,1,0
922230.6,1.0,1003.869,0.5,1,0
931121.3,1.0,3745.071,0.5,1,0
934317.9,1.0,1102.41,0.5,1,0
965485.2,1.0,1994.492,0.5,1,0
1018929.0,1.0,6902.731,0.5,1,0
1148793.0,1.0,58238.52,0.5,1,0
1198740.0,1.0,62628.77,0.5,1,0
1298635.0,1.0,110758.8,0.5,1,0
1289.745,0.508624,0.000240165,0.5,-1,1
2253.2,0.5318632,0.0579,0.5,-1,1
13619.53,0.4182089,0.88404,0.5,-1,1
23891.48,0.7387194,1.677302,0.5,-1,1
30252.93,0.9098541,0.70211,0.5,-1,1
33386.47,0.2935985,11.37438,0.5,-1,1
42699.2,0.3541401,1.8603,0.5,-1,1
47623.6,0.8035033,1.0233,0.5,-1,1
50906.8,0.4567413,0.2457,0.5,-1,1
56864.1,1.998099,0.54674,0.5,-1,1
71353.0,1.093085,0.6491,0.5,-1,1
86156.9,2.889883,2.3175,0.5,-1,1
91619.76,0.4332278,8.646845,0.5,-1,1
95485.3,0.5131386,0.2644,0.5,-1,1
99356.13,1.013077,5.866909,0.5,-1,1
111990.2,0.3803526,2.5705,0.5,-1,1
113287.6,1.009054,3.600367,0.5,-1,1
120835.0,1.650982,4.100949,0.5,-1,1
135999.1,1.165257,18.464,0.5,-1,1
136270.5,2.052924,7.599499,0.5,-1,1
147445.3,0.4857684,0.0825,0.5,-1,1
151375.4,0.3893183,20.41536,0.5,-1,1
160165.8,0.5814365,22.70195,0.5,-1,1
172109.7,0.378605,0.2667,0.5,-1,1
182897.6,0.9166285,77.05868,0.5,-1,1
191582.0,0.1564614,0.1598,0.5,-1,1
201481.7,1.255593,156.2177,0.5,-1,1
209739.9,0.3962936,0.1724,0.5,-1,1
219973.1,0.240935,80.36967,0.5,-1,1
230094.7,2.218115,117.1065,0.5,-1,1
262975.6,1.225906,32.02323,0.5,-1,1
280097.5,1.040684,182.0611,0.5,-1,1
282420.9,0.9434027,67.32612,0.5,-1,1
295550.7,0.6526764,163.9483,0.5,-1,1
297176.3,0.1041596,154.3319,0.5,-1,1
300253.3,1.073666,68.44148,0.5,-1,1
329054.3,0.3102958,47.39893,0.5,-1,1
336011.6,0.906313,179.5146,0.5,-1,1
342651.0,0.1746662,149.2559,0.5,-1,1
358462.0,1.570489,8.312687,0.5,-1,1
379483.9,1.04199,531.4909,0.5,-1,1
393013.2,0.9157826,469.9904,0.5,-1,1
398003.1,0.1730834,565.0617,0.5,-1,1
429251.5,0.8451473,583.3534,0.5,-1,1
440710.3,2.527693,162.4378,0.5,-1,1
454153.5,1.002239,228.0457,0.5,-1,1
457997.9,0.8065815,57.86589,0.5,-1,1
462516.2,0.9377414,68.08241,0.5,-1,1
475515.1,0.9335626,170.8956,0.5,-1,1
479963.5,1.868201,33.96483,0.5,-1,1
491023.0,2.546437,158.8586,0.5,-1,1
498889.7,1.231952,60.20088,0.5,-1,1
525598.4,0.9189348,54.22605,0.5,-1,1
531278.1,2.503438,113.0133,0.5,-1,1
538865.7,1.014213,145.1627,0.5,-1,1
539300.9,1.107072,35.8974,0.5,-1,1
543565.3,1.965759,48.34392,0.5,-1,1
548726.4,1.723578,84.19946,0.5,-1,1
559004.1,0.8190322,50.71353,0.5,-1,1
570521.3,2.839664,100.7944,0.5,-1,1
575831.6,1.590042,99.39101,0.5,-1,1
576995.1,0.981818,63.52705,0.5,-1,1
597004.4,1.483907,56.42604,0.5,-1,1
601237.3,2.060743,49.2267,0.5,-1,1
606615.3,1.972369,315.9152,0.5,-1,1
610133.9,1.166914,79.77868,0.5,-1,1
619613.4,1.075416,48.86038,0.5,-1,1
622576.6,1.437012,90.07308,0.5,-1,1
623931.2,1.521625,297.7121,0.5,-1,1
630616.4,2.138609,40.98677,0.5,-1,1
651412.3,1.030511,62.82513,0.5,-1,1
665222.3,1.05946,1001.606,0.5,-1,1
672134.1,1.009736,78.05119,0.5,-1,1
677244.2,1.093343,53.50419,0.5,-1,1
679234.8,1.034354,63.89186,0.5,-1,1
683559.2,0.8641118,306.2205,0.5,-1,1
691626.9,1.043863,49.71635,0.5,-1,1
703528.8,1.415,415.5773,0.5,-1,1
706490.8,1.415,26.55614,0.5,-1,1
714696.4,1.415,15.28158,0.5,-1,1
719938.9,1.415,71.45517,0.5,-1,1
722232.1,1.415,31.85688,0.5,-1,1
731884.0,1.415,223.6237,0.5,-1,1
737874.9,1.415,106.8339,0.5,-1,1
742661.6,1.415,63.05466,0.5,-1,1
744175.6,1.415,491.5152,0.5,-1,1
748464.2,1.415,44.43083,0.5,-1,1
753134.7,1.415,70.44921,0.5,-1,1
754995.2,1.415,124.133,0.5,-1,1
756639.3,1.415,179.5128,0.5,-1,1
759450.7,1.415,290.1394,0.5,-1,1
762731.1,1.415,25.91778,0.5,-1,1
775008.8,1.415,181.0676,0.5,-1,1
780449.7,1.415,135.7614,0.5,-1,1
780992.2,1.415,272.8459,0.5,-1,1
784712.4,1.415,138.228,0.5,-1,1
790377.9,1.415,302.7642,0.5,-1,1
799973.4,1.415,322.7138,0.5,-1,1
5530.7,0.640747,0.019,1.5,-1,1
12216.66,0.2197823,0.14434,1.5,-1,1
23781.34,0.1326448,3.020072,1.5,-1,1
28490.69,0.4684703,0.06009,1.5,-1,1
33010.93,0.2711549,5.869618,1.5,-1,1
39529.0,0.300482,1.9557,1.5,-1,1
42969.2,0.2944346,0.4014,1.5,-1,1
47619.2,0.4331168,0.5125,1.5,-1,1
49790.0,1.296889,0.1798,1.5,-1,1
51581.37,0.3017751,0.95204,1.5,-1,1
56275.5,0.1833232,0.9033,1.5,-1,1
65045.9,0.2950596,0.1592,1.5,-1,1
65565.3,0.988684,0.8182,1.5,-1,1
73185.9,0.3329251,1.9912,1.5,-1,1
81955.7,0.5037098,0.1562,1.5,-1,1
87873.55,0.4918159,7.849773,1.5,-1,1
89727.5,0.4951592,0.1475,1.5,-1,1
93769.5,0.3374072,2.582402,1.5,-1,1
97049.6,0.4153416,0.7555,1.5,-1,1
112218.9,0.2805696,2.9541,1.5,-1,1
113919.7,0.4943627,0.0404,1.5,-1,1
120485.6,0.5106996,6.520344,1.5,-1,1
123590.5,0.3955055,19.76562,1.5,-1,1
127627.0,0.2045492,40.82896,1.5,-1,1
133505.4,0.2734706,13.13089,1.5,-1,1
135482.1,0.1261915,0.1535334,1.5,-1,1
139531.0,0.5035945,14.26713,1.5,-1,1
139984.6,1.135522,19.7197,1.5,-1,1
154329.4,0.3083298,89.63323,1.5,-1,1
156531.2,0.370799,0.0414,1.5,-1,1
166150.8,1.201464,0.981,1.5,-1,1
167141.8,1.092094,6.408539,1.5,-1,1
170550.3,1.366262,1.6052,1.5,-1,1
174538.0,0.1567916,7.909586,1.5,-1,1
183467.1,0.3787371,4.186,1.5,-1,1
192584.2,0.3378473,35.57051,1.5,-1,1
205926.7,0.2723335,21.79451,1.5,-1,1
206483.4,0.2154831,78.05709,1.5,-1,1
214069.3,0.3269042,68.8015,1.5,-1,1
220522.0,0.7264047,19.6919,1.5,-1,1
220915.0,0.4071379,45.36529,1.5,-1,1
226457.3,0.2945255,0.3402,1.5,-1,1
233618.8,0.9181801,13.08314,1.5,-1,1
244182.6,0.2284411,0.4265,1.5,-1,1
248680.4,1.020699,43.64968,1.5,-1,1
253051.7,0.3994809,131.3666,1.5,-1,1
260780.5,0.3333074,32.52205,1.5,-1,1
265885.9,0.3230963,38.23316,1.5,-1,1
269010.2,0.5156827,57.35549,1.5,-1,1
276991.9,1.207787,22.78727,1.5,-1,1
278128.7,0.3644068,181.1435,1.5,-1,1
282915.6,1.20818,131.0225,1.5,-1,1
290586.7,0.597399,22.21826,1.5,-1,1
292576.2,0.5717256,88.99329,1.5,-1,1
306686.2,0.4966559,209.026,1.5,-1,1
307248.5,0.9242298,167.2802,1.5,-1,1
334102.1,0.4758863,125.6682,1.5,-1,1
341339.2,0.3587303,69.6672,1.5,-1,1
343205.2,0.3449331,102.642,1.5,-1,1
348100.8,2.472925,69.93555,1.5,-1,1
348992.3,1.028196,24.8245,1.5,-1,1
354237.2,0.6774319,273.6755,1.5,-1,1
359288.4,0.4740774,758.6241,1.5,-1,1
365693.8,0.3109797,40.83862,1.5,-1,1
388107.5,0.2856977,123.2949,1.5,-1,1
388682.1,1.07138,122.8592,1.5,-1,1
398723.4,0.2210489,32.304,1.5,-1,1
402796.2,1.062385,233.8532,1.5,-1,1
409866.4,0.189402,111.6268,1.5,-1,1
415336.9,1.269999,196.2532,1.5,-1,1
431955.1,0.655188,68.11455,1.5,-1,1
435312.8,0.3297779,289.2939,1.5,-1,1
445393.6,0.311124,75.63738,1.5,-1,1
450907.8,0.7071527,132.9973,1.5,-1,1
453115.1,0.8903623,26.29048,1.5,-1,1
454991.3,0.7698132,457.0772,1.5,-1,1
472452.4,0.9901825,16.00728,1.5,-1,1
475316.1,0.9676092,120.3241,1.5,-1,1
480920.8,0.9822949,54.65536,1.5,-1,1
482590.8,1.007012,14.34463,1.5,-1,1
493275.6,0.5454703,9.952953,1.5,-1,1
495421.6,1.626165,45.42483,1.5,-1,1
503573.1,0.489842,118.9258,1.5,-1,1
513554.5,1.09157,224.4986,1.5,-1,1
517810.8,1.347667,85.01803,1.5,-1,1
524839.9,0.7033154,51.95811,1.5,-1,1
528139.7,1.834143,539.65,1.5,-1,1
530007.9,1.205454,22.88761,1.5,-1,1
535592.4,0.8440355,88.41434,1.5,-1,1
548135.2,1.062467,14.35449,1.5,-1,1
553196.1,1.388936,96.1336,1.5,-1,1
557686.2,1.188687,17.80264,1.5,-1,1
560807.8,1.155005,115.5239,1.5,-1,1
564112.2,0.995062,24.39965,1.5,-1,1
573071.4,1.800675,60.64475,1.5,-1,1
581858.2,0.5803222,27.11567,1.5,-1,1
590096.8,0.8,19.05559,1.5,-1,1
603238.5,1.417272,27.6995,1.5,-1,1
607308.3,0.9490406,72.06109,1.5,-1,1
620178.0,0.4084707,56.2286,1.5,-1,1
632806.8,1.370477,175.6256,1.5,-1,1
634605.4,0.638375,706.4744,1.5,-1,1
639663.6,1.656369,501.4842,1.5,-1,1
650961.6,2.161512,474.5211,1.5,-1,1
655839.2,1.114364,94.6571,1.5,-1,1
665071.4,0.9856278,14.12361,1.5,-1,1
674932.9,0.9956282,41.67791,1.5,-1,1
676492.6,1.67862,68.07992,1.5,-1,1
681115.9,0.5597052,20.68517,1.5,-1,1
684214.9,0.6984949,105.1376,1.5,-1,1
687270.6,1.253539,37.57147,1.5,-1,1
689895.8,1.338744,202.4429,1.5,-1,1
692190.1,0.523559,28.68423,1.5,-1,1
696613.6,1.396193,223.0528,1.5,-1,1
697723.9,0.6398096,87.72925,1.5,-1,1
701181.8,1.415,260.5055,1.5,-1,1
703624.0,1.415,582.64,1.5,-1,1
708973.9,1.415,6.962443,1.5,-1,1
710447.7,1.415,21.05971,1.5,-1,1
712810.2,1.415,251.7045,1.5,-1,1
716236.1,1.415,59.09962,1.5,-1,1
721270.9,1.415,10.95857,1.5,-1,1
726906.1,1.415,52.75601,1.5,-1,1
727628.9,1.415,202.5721,1.5,-1,1
733155.6,1.415,25.01058,1.5,-1,1
734386.9,1.415,97.20724,1.5,-1,1
741054.9,1.415,105.0741,1.5,-1,1
747621.6,1.415,1107.292,1.5,-1,1
760186.5,1.415,309.129,1.5,-1,1
761620.7,1.415,107.2948,1.5,-1,1
765357.0,1.415,43.8321,1.5,-1,1
771588.5,1.415,83.17943,1.5,-1,1
774586.3,1.415,432.5222,1.5,-1,1
781482.1,1.415,33.64159,1.5,-1,1
785517.7,1.415,494.1997,1.5,-1,1
790896.2,1.415,165.7921,1.5,-1,1
797350.6,1.415,119.2833,1.5,-1,1
798919.1,1.415,80.11922,1.5,-1,1
21268.5,0.4964736,0.0095,1.5,1,2
29467.3,0.4779442,0.0212,1.5,1,2
52640.1,0.4808511,0.0529,1.5,1,2
80032.6,1.195499,0.2758,1.5,1,2
108428.5,0.5698142,1.7652,1.5,1,2
129739.9,0.9236082,0.9294,1.5,1,2
137463.4,0.1113062,3.630093,1.5,1,2
148755.9,0.6069504,4.548669,1.5,1,2
167560.2,0.3711843,0.667,1.5,1,2
172550.4,0.6282158,0.3437,1.5,1,2
179842.8,0.5535347,0.5531,1.5,1,2
186609.6,2.315206,0.5813,1.5,1,2
194411.1,0.5559452,0.3466,1.5,1,2
200976.2,0.09400443,0.3922,1.5,1,2
208963.8,0.375103,0.0773,1.5,1,2
214645.2,0.7033184,2.4888,1.5,1,2
229190.7,1.288789,12.67205,1.5,1,2
234740.5,0.2108167,3.1198,1.5,1,2
237960.8,1.369961,1.3183,1.5,1,2
238233.9,0.1057431,11.39213,1.5,1,2
246366.6,0.2518941,0.1252,1.5,1,2
254404.8,0.2162053,25.69947,1.5,1,2
256250.4,0.1630275,8.238458,1.5,1,2
258284.0,0.4896321,5.888709,1.5,1,2
265313.0,0.2001479,0.0991,1.5,1,2
273405.2,0.4432558,0.2232,1.5,1,2
288390.4,0.7307181,0.7952,1.5,1,2
300014.5,0.5602621,0.6015,1.5,1,2
308356.4,2.754105,0.7749,1.5,1,2
316876.9,1.180126,9.05801,1.5,1,2
322442.1,0.2409865,2.1473,1.5,1,2
327324.3,0.6185954,14.56467,1.5,1,2
331168.0,0.2454103,0.529,1.5,1,2
335648.0,0.6413268,2.9457,1.5,1,2
338696.2,0.2148837,3.8352,1.5,1,2
345051.3,1.426035,0.878,1.5,1,2
352250.2,0.8502464,5.719231,1.5,1,2
361066.8,0.211754,7.005079,1.5,1,2
370365.8,0.728224,37.2277,1.5,1,2
373503.1,0.1808925,17.58237,1.5,1,2
376718.4,1.14636,1.79333,1.5,1,2
381014.3,1.394439,22.86722,1.5,1,2
385488.6,0.2,9.966063,1.5,1,2
385901.5,0.3467014,2.426538,1.5,1,2
393253.4,0.7934187,0.4058073,1.5,1,2
401099.7,0.3695023,1.566096,1.5,1,2
403906.8,0.5833685,2.075502,1.5,1,2
408227.3,0.4422898,9.551598,1.5,1,2
419740.4,0.9240804,9.571559,1.5,1,2
426799.6,0.3745426,5.063626,1.5,1,2
429599.8,0.7581539,16.57014,1.5,1,2
438986.2,1.201983,20.31655,1.5,1,2
447392.1,0.8925746,0.445755,1.5,1,2
449584.7,0.576255,21.41864,1.5,1,2
468962.9,0.8759259,25.12707,1.5,1,2
476298.2,0.7298043,199.667,1.5,1,2
487618.1,0.848386,286.7137,1.5,1,2
498778.6,2.243607,265.7798,1.5,1,2
510908.2,1.45376,7.648824,1.5,1,2
512813.3,1.61585,488.8195,1.5,1,2
516128.6,1.256127,692.5509,1.5,1,2
567497.9,1.090891,237.5533,1.5,1,2
578400.7,1.534251,103.506,1.5,1,2
587519.6,0.7277577,6.951676,1.5,1,2
590305.8,1.419515,128.355,1.5,1,2
620082.2,1.008614,501.0621,1.5,1,2
627250.2,0.9583571,112.7664,1.5,1,2
628398.3,0.818231,76.15252,1.5,1,2
641975.1,1.0366,178.1473,1.5,1,2
660257.4,1.037745,180.188,1.5,1,2
665501.1,0.982747,82.26721,1.5,1,2
667373.6,1.994256,252.2202,1.5,1,2
684691.6,0.7106176,218.6192,1.5,1,2
28435.81,0.4352509,0.013079,2.5,1,2
47562.8,0.4420738,0.02982,2.5,1,2
64935.9,0.490449,0.01159,2.5,1,2
78204.11,0.110854,0.20629,2.5,1,2
84967.2,0.6830016,0.21694,2.5,1,2
102071.7,0.2467003,0.12361,2.5,1,2
111460.0,0.8673751,1.7006,2.5,1,2
137379.9,0.1603569,0.3573953,2.5,1,2
145705.0,0.2913694,0.29098,2.5,1,2
162130.8,0.5025755,2.30721,2.5,1,2
174915.1,0.3661269,1.85797,2.5,1,2
194157.4,0.4588967,7.588429,2.5,1,2
196525.4,0.7278567,0.95703,2.5,1,2
199930.6,0.3302114,0.04502,2.5,1,2
202487.5,0.1584601,0.75754,2.5,1,2
212617.1,0.3951009,0.0808,2.5,1,2
226078.4,0.2831352,0.2884,2.5,1,2
235159.5,0.2289116,0.5553,2.5,1,2
236667.5,0.5480384,5.824871,2.5,1,2
243904.2,0.2269516,0.4769,2.5,1,2
252300.9,0.25076,1.52566,2.5,1,2
256036.2,0.9553883,1.5217,2.5,1,2
257351.9,0.08420362,5.534077,2.5,1,2
259449.3,0.1679524,0.59724,2.5,1,2
263200.0,0.125,8.5,2.5,1,2
268778.2,0.9254049,0.51516,2.5,1,2
276603.2,0.6717314,0.2877,2.5,1,2
281734.7,0.150794,11.85678,2.5,1,2
285362.7,0.9088708,0.20964,2.5,1,2
294294.0,0.1686324,4.245795,2.5,1,2
294573.5,0.2362945,10.12829,2.5,1,2
297586.4,0.06982104,8.210369,2.5,1,2
302025.2,0.701722,12.71591,2.5,1,2
311300.4,0.2780662,13.481,2.5,1,2
313409.2,0.7292026,8.79433,2.5,1,2
321438.0,0.4223784,16.52502,2.5,1,2
326223.4,0.6274498,0.54927,2.5,1,2
327250.8,0.6963844,0.98698,2.5,1,2
329209.6,0.3549011,0.69298,2.5,1,2
343757.6,0.7740177,0.72916,2.5,1,2
349800.7,0.2507691,29.69862,2.5,1,2
355251.0,0.4283858,7.604244,2.5,1,2
365766.0,0.9825761,4.924146,2.5,1,2
369232.7,0.9425806,1.10932,2.5,1,2
371335.7,1.101541,2.23338,2.5,1,2
374581.3,0.6683118,0.26103,2.5,1,2
378961.8,0.4314138,1.382533,2.5,1,2
381813.1,0.4667764,2.519755,2.5,1,2
386527.4,0.2,10.03099,2.5,1,2
398051.1,0.8288381,0.3420869,2.5,1,2
401635.5,0.4658563,1.867505,2.5,1,2
407642.6,0.4930381,12.61954,2.5,1,2
410221.3,0.3101554,4.88113,2.5,1,2
415293.6,0.4654183,12.00612,2.5,1,2
424677.9,0.6518228,44.57757,2.5,1,2
426216.7,0.5745115,1.610513,2.5,1,2
432271.5,0.2866711,101.581,2.5,1,2
435376.5,0.9143306,0.2537435,2.5,1,2
443613.9,2.714837,0.6710968,2.5,1,2
460302.6,0.9139976,9.578344,2.5,1,2
466726.6,0.4020977,12.52828,2.5,1,2
485041.5,0.5872509,30.7519,2.5,1,2
505003.0,0.3915157,6.258752,2.5,1,2
537928.3,0.6952182,92.61298,2.5,1,2
541312.1,1.869641,98.99959,2.5,1,2
554304.3,1.119778,299.0058,2.5,1,2
582491.5,0.698305,61.80304,2.5,1,2
584954.6,0.7115783,5.196174,2.5,1,2
591367.5,0.836223,92.97257,2.5,1,2
607185.3,1.441339,380.7118,2.5,1,2
611533.3,0.6728828,69.9317,2.5,1,2
621229.9,0.9639512,552.2183,2.5,1,2
645368.4,1.253456,87.85997,2.5,1,2
655493.2,1.963468,223.7672,2.5,1,2
659406.3,0.9824491,219.8181,2.5,1,2
670822.1,1.074093,155.3843,2.5,1,2
694408.7,0.8738902,58.68932,2.5,1,2
702016.1,1.415,153.2535,2.5,1,2
702948.2,1.415,140.431,2.5,1,2
729229.1,1.415,286.4645,2.5,1,2
730786.0,1.415,100.6402,2.5,1,2
766315.7,1.415,84.57643,2.5,1,2
768165.7,1.415,67.78885,2.5,1,2
769108.3,1.415,87.36959,2.5,1,2
773843.8,1.415,222.8026,2.5,1,2
785827.6,1.415,183.4205,2.5,1,2
788856.9,1.415,90.20379,2.5,1,2
792106.9,1.415,169.4756,2.5,1,2
